"","Domain_Meta.gage_id","Domain_Meta.station_nm","Domain_Meta.area_sqmi","Domain_Meta.HUC2","Domain_Meta.longitude","Domain_Meta.latitude","Domain_Meta.domainIDShort","Domain_Meta.domainIDLong"
"53","01150900","OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT",23.4,"01",-72.7589899,43.62229069,972,9356
"54","01154000","SAXTONS RIVER AT SAXTONS RIVER, VT",72.2,"01",-72.4881444,43.13757777,1012,9731
"55","01162500","PRIEST BROOK NEAR WINCHENDON, MA",19.4,"01",-72.1150812,42.6825859,1009,9687
"56","01169000","NORTH RIVER AT SHATTUCKVILLE, MA",89,"01",-72.7250922,42.63841775,1014,9745
"57","01170100","GREEN RIVER NEAR COLRAIN, MA",41.4,"01",-72.67064738,42.70341695,1013,9744
"58","01171500","MILL RIVER AT NORTHAMPTON, MA",52.6,"01",-72.6650907,42.31897839,1798,9428
"59","01174565","WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",12.6,"01",-72.3817516,42.45508906,1000,9490
"60","01181000","WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",94,"01",-72.895654,42.23731169,973,9357
"61","01187300","HUBBARD RIVER NEAR WEST HARTLAND, CT",19.9,"01",-72.93932778,42.0375,974,9358
"62","01193500","SALMON RIVER NEAR EAST HAMPTON, CT",100,"01",-72.44925287,41.55232124,1001,9491
"63","01194000","EIGHTMILE RIVER AT NORTH PLAIN, CT",20.1,"01",-72.33267778,41.44166944,1002,9492
"64","01194500","EAST BRANCH EIGHTMILE RIVER NEAR NORTH LYME, CT",22.3,"01",-72.33477778,41.42751667,1003,9493
"65","01198000","GREEN RIVER NEAR GREAT BARRINGTON, MA",51,"01",-73.3912306,42.1929083,1004,9494
"66","01200000","TENMILE RIVER NEAR GAYLORDSVILLE, CT",203,"01",-73.5286833,41.65876389,1799,9495
"67","01201487","STILL RIVER AT ROUTE 7 AT BROOKFIELD CENTER, CT",62.3,"01",-73.40320278,41.4658222,1800,9498
"68","012035055","POOTATUCK RIVER AT BERKSHIRE",15.5,"01",-73.2731833,41.4065472,1801,9499
"69","01203805","WEEKEEPEEMEE RIVER AT HOTCHKISSVILLE, CT",26.8,"01",-73.21535278,41.5577083,NA,NA
"70","01204000","POMPERAUG RIVER AT SOUTHBURY, CT",75.1,"01",-73.2245722,41.48193889,1802,9497
"71","01208990","SAUGATUCK RIVER NEAR REDDING, CT",21,"01",-73.39512029,41.29454,1006,9500
"72","01330000","GLOWEGEE CREEK AT WEST MILTON NY",26,"02",-73.9272222,43.03055556,1804,10263
"73","01333000","GREEN RIVER AT WILLIAMSTOWN, MA",42.6,"02",-73.1967729,42.7089695,1028,10264
"74","01343060","WEST CANADA CREEK NEAR WILMURT NY",238,"02",-74.95777778,43.3661111,1029,10293
"75","01350000","SCHOHARIE CREEK AT PRATTSVILLE NY",237,"02",-74.4366667,42.31944444,954,9149
"76","01350035","BEAR KILL NEAR PRATTSVILLE NY",25.7,"02",-74.4516667,42.33805556,1805,9151
"77","01350080","MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY",32.4,"02",-74.4130556,42.37694444,953,9148
"78","01350140","MINE KILL NEAR NORTH BLENHEIM NY",16.2,"02",-74.4730556,42.42888889,955,9150
"79","01362200","ESOPUS CREEK AT ALLABEN NY",63.7,"02",-74.38027778,42.11694444,984,9373
"80","0136230002","WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY",20.6,"02",-74.3345833,42.0797222,986,9375
"81","01362370","STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY",30.9,"02",-74.31088889,42.10202778,985,9374
"82","01362497","LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY",16.5,"02",-74.26638889,42.01944444,987,NA
"83","01363382","BUSH KILL BLW MALTBY HOLLOW BK AT WEST SHOKAN NY",16.2,"02",-74.2930556,41.96555556,988,9377
"84","01365000","RONDOUT CREEK NEAR LOWES CORNERS NY",38.3,"02",-74.4872222,41.86638889,989,9378
"85","0137449480","EAST BRANCH CROTON RIVER NEAR PUTNAM LAKE NY",62.1,"02",-73.5560833,41.44725,1806,9381
"86","01374559","WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY",11,"02",-73.76,41.47055556,1807,9379
"87","01374781","TITICUS RIVER BELOW JUNE ROAD AT SALEM CENTER NY",12.9,"02",-73.5914722,41.3273611,990,NA
"88","01374890","CROSS RIVER NEAR CROSS RIVER NY",17.1,"02",-73.6018611,41.2602222,1809,NA
"89","01379000","Passaic River near Millington NJ",55.4,"02",-74.52888889,40.68,1810,9388
"90","01381400","Whippany River near Morristown NJ",14,"02",-74.5119444,40.8122222,1811,9387
"91","01384500","Ringwood Creek near Wanaque NJ",17.9,"02",-74.2658333,41.1272222,1812,9385
"92","01387450","Mahwah River near Suffern NY",12.3,"02",-74.1161111,41.1411111,1813,9384
"93","01390450","Saddle River at Upper Saddle River NJ",10.9,"02",-74.0955556,41.0586111,1814,9386
"94","01396660","Mulhockaway Creek at Van Syckel NJ",11.8,"02",-74.96888889,40.6475,1815,9698
"95","01403900","Bound Brook at Middlesex NJ",48.4,"02",-74.50777778,40.585,1816,9699
"96","01409810","West Branch Wading River near Jenkins NJ",84.1,"02",-74.5480556,39.68805556,708,9696
"97","01411300","Tuckahoe River at Head of River NJ",30.8,"02",-74.8205556,39.30694444,707,9695
"98","01411456","Little Ease Run near Clayton NJ",9.77,"02",-75.0675,39.65888889,1817,9697
"99","01413408","DRY BROOK AT ARKVILLE",82.2,"02",-74.6233333,42.14666667,NA,NA
"100","01413500","EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY",163,"02",-74.6536111,42.1447222,607,9040
"101","01414000","PLATTE KILL AT DUNRAVEN NY",34.9,"02",-74.6955556,42.13305556,611,9044
"102","01414500","MILL BROOK NEAR DUNRAVEN NY",25.2,"02",-74.7305556,42.1061111,609,9042
"103","01415000","TREMPER KILL NEAR ANDES NY",33.2,"02",-74.8186111,42.12,608,9041
"104","01421618","TOWN BROOK SOUTHEAST OF HOBART NY",14.3,"02",-74.6622222,42.3611111,NA,NA
"105","01422500","LITTLE DELAWARE RIVER NEAR DELHI NY",49.8,"02",-74.9016667,42.2522222,NA,NA
"106","01423000","WEST BRANCH DELAWARE RIVER AT WALTON NY",332,"02",-75.14,42.1661111,616,9105
"107","0142400103","TROUT CREEK NEAR TROUT CREEK NY",20.2,"02",-75.2794444,42.1736111,617,9106
"108","01434017","EAST BRANCH NEVERSINK RIVER NEAR CLARYVILLE NY",22.9,"02",-74.54027778,41.92527778,NA,NA
"109","01434498","WEST BRANCH NEVERSINK RIVER AT CLARYVILLE NY",33.8,"02",-74.5747222,41.92027778,NA,NA
"110","01435000","NEVERSINK RIVER NEAR CLARYVILLE NY",66.6,"02",-74.59,41.89,620,9213
"111","01439500","Bush Kill at Shoemakers, PA",117,"02",-75.03767469,41.08815078,623,9216
"112","01440000","Flat Brook near Flatbrookville NJ",64,"02",-74.9525,41.1061111,621,9214
"113","01440400","Brodhead Creek near Analomink, PA",65.9,"02",-75.2146251,41.0848148,622,9215
"114","01447720","Tobyhanna Creek near Blakeslee, PA",118,"02",-75.6054666,41.0848082,1819,9217
"115","01451800","Jordan Creek near Schnecksville, PA",53,"02",-75.626854,40.66176219,624,9218
"116","01460880","Lockatong Creek at Raven Rock NJ",22.9,"02",-75.01777778,40.4161111,612,9101
"117","01465500","Neshaminy Creek near Langhorne, PA",210,"02",-74.9568342,40.1739982,1483,9231
"118","01467042","Pennypack Creek at Pine Road, at Philadelphia, PA",37.9,"02",-75.0690611,40.08983289,1820,9232
"119","01471875","Manatawny Creek near Spangsville, PA",56.9,"02",-75.7421359,40.339538,643,9268
"120","01473000","Perkiomen Creek at Graterford, PA",279,"02",-75.451567,40.22954725,1484,9269
"121","01478245","White Clay Creek near Strickersville, PA",59.2,"02",-75.7708333,39.7475,NA,NA
"122","01478650","WHITE CLAY CREEK AT NEWARK, DE",69,"02",-75.74875,39.6892222,1822,9257
"123","01485000","POCOMOKE RIVER NEAR WILLARDS, MD",60.5,"02",-75.3244444,38.38888889,669,9584
"124","01485500","NASSAWANGO CREEK NEAR SNOW HILL, MD",44.9,"02",-75.4714444,38.22891667,671,9586
"125","01487000","NANTICOKE RIVER NEAR BRIDGEVILLE, DE",75.4,"02",-75.5618611,38.7283333,668,9583
"126","01490000","CHICAMACOMICO RIVER NEAR SALEM, MD",15,"02",-75.8799167,38.51166667,667,9582
"127","01491000","CHOPTANK RIVER NEAR GREENSBORO, MD",113,"02",-75.7858056,38.99719444,705,9693
"128","01492500","SALLIE HARRIS CREEK NEAR CARMICHAEL, MD",8.09,"02",-76.1088333,38.96488889,642,9267
"129","01493500","MORGAN CREEK NEAR KENNEDYVILLE, MD",12.7,"02",-76.0145556,39.28002778,641,9266
"130","01502500","UNADILLA RIVER AT ROCKDALE NY",520,"02",-75.4061111,42.37777778,651,9535
"131","01510000","OTSELIC RIVER AT CINCINNATUS NY",147,"02",-75.8997222,42.5411111,706,9694
"132","01516500","Corey Creek near Mainesburg, PA",12.2,"02",-77.0146877,41.79090746,654,9538
"133","01518862","Cowanesque River at Westfield, PA",90.6,"02",-77.5319298,41.92312576,653,9537
"134","01525981","TUSCARORA CREEK ABOVE SOUTH ADDISON NY",102,"02",-77.29888889,42.0722222,652,NA
"135","01527500","COHOCTON RIVER AT AVOCA NY",152,"02",-77.4175,42.39777778,NA,9539
"136","01532000","Towanda Creek near Monroeton, PA",215,"02",-76.4846654,41.7070195,625,9219
"137","01539000","Fishing Creek near Bloomsburg, PA",274,"02",-76.4310555,41.07814118,613,9102
"138","01543000","Driftwood Br Sinnemahoning Cr at Sterling Run, PA",272,"02",-78.1969524,41.4133959,NA,NA
"139","01543500","Sinnemahoning Creek at Sinnemahoning, PA",685,"02",-78.1030596,41.31728467,658,9542
"140","01544500","Kettle Creek at Cross Fork, PA",136,"02",-77.8258251,41.4758994,659,9543
"141","01545600","Young Womans Creek near Renovo, PA",46.2,"02",-77.6908191,41.38951168,660,9544
"142","01547700","Marsh Creek at Blanchard, PA",44.1,"02",-77.6058264,41.05950916,661,9546
"143","01547950","Beech Creek at Monument, PA",152,"02",-77.7022159,41.1117307,1824,9545
"144","01548500","Pine Creek at Cedar Run, PA",604,"02",-77.4474798,41.52173586,662,9547
"145","01549500","Blockhouse Creek near English Center, PA",37.7,"02",-77.230809,41.47368336,663,9548
"146","01550000","Lycoming Creek near Trout Run, PA",173,"02",-77.03274598,41.41840957,666,9551
"147","01552000","Loyalsock Creek at Loyalsockville, PA",435,"02",-76.91246379,41.32507836,665,9550
"148","01552500","Muncy Creek near Sonestown, PA",23.8,"02",-76.5346708,41.35702418,664,NA
"149","01557500","Bald Eagle Creek at Tyrone, PA",44.1,"02",-78.23362439,40.6836733,634,9258
"150","01564500","Aughwick Creek near Three Springs, PA",205,"02",-77.9252764,40.21258144,636,9260
"151","01566000","Tuscarora Creek near Port Royal, PA",214,"02",-77.41915568,40.5153564,635,9259
"152","01567500","Bixler Run near Loysville, PA",15,"02",-77.402209,40.37091615,NA,NA
"153","01568000","Sherman Creek at Shermans Dale, PA",207,"02",-77.1688703,40.32341928,638,9262
"154","01571184","Mountain Creek near Pine Grove Furnace, PA",13.8,"02",-77.3085949,40.0309245,639,9263
"155","01580000","DEER CREEK AT ROCKS, MD",94.4,"02",-76.4033056,39.6299722,640,9264
"156","01581810","GUNPOWDER FALLS AT HOFFMANVILLE, MD",27,"02",-76.7814722,39.68980556,709,9802
"157","01581870","GEORGES RUN NEAR BECKLEYSVILLE, MD",15.8,"02",-76.77252778,39.62588889,712,9805
"158","01583500","WESTERN RUN AT WESTERN RUN, MD",59.8,"02",-76.6765,39.51077778,713,9807
"159","01586610","MORGAN RUN NEAR LOUISVILLE, MD",28,"02",-76.9553056,39.45188889,715,9810
"160","01591400","CATTAIL CREEK NEAR GLENWOOD, MD",22.9,"02",-77.0510556,39.2559722,716,9829
"161","01594526","WESTERN BRANCH AT UPPER MARLBORO, MD",89.7,"02",-76.7487222,38.8142222,1831,9830
"162","01595000","NORTH BRANCH POTOMAC RIVER AT STEYER, MD",73.1,"02",-79.30688889,39.30188889,1832,9936
"163","01596500","SAVAGE RIVER NEAR BARTON, MD",49.1,"02",-79.1019444,39.57005556,718,9934
"164","01599000","GEORGES CREEK AT FRANKLIN, MD",72.4,"02",-79.0446944,39.49391667,1833,9935
"165","01601000","Wills Creek below Hyndman, PA",146,"02",-78.7164072,39.81202897,NA,NA
"166","01601500","WILLS CREEK NEAR CUMBERLAND, MD",247,"02",-78.7880278,39.6696111,1834,9933
"167","01605500","SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",179,"02",-79.3378199,38.63567247,NA,NA
"168","01606000","N F SOUTH BRANCH POTOMAC RIVER AT CABINS, WV",310,"02",-79.2336508,38.9845546,NA,NA
"169","01606500","SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV",651,"02",-79.17587059,38.99122107,672,9587
"170","01609000","TOWN CREEK NEAR OLDTOWN, MD",148,"02",-78.555,39.5532222,675,9590
"171","01610155","SIDELING HILL CREEK NEAR BELLEGROVE, MD",102,"02",-78.34413889,39.64952778,676,9591
"172","01611500","CACAPON RIVER NEAR GREAT CACAPON, WV",675,"02",-78.3097312,39.5823158,677,9592
"173","01613095","TONOLOWAY CREEK NEAR HANCOCK, MD",111,"02",-78.15275,39.7063611,647,9344
"174","01613525","LICKING CREEK AT PECTONVILLE, MD",193,"02",-78.0425278,39.67627778,645,9342
"175","01613900","HOGUE CREEK NEAR HAYFIELD, VA",15.9,"02",-78.2880592,39.2145479,NA,NA
"176","01614000","BACK CREEK NEAR JONES SPRINGS, WV",235,"02",-78.0372224,39.51204187,646,9343
"177","01615000","OPEQUON CREEK NEAR BERRYVILLE, VA",58.2,"02",-78.0783333,39.1747222,1835,9346
"178","01620500","NORTH RIVER NEAR STOKESVILLE, VA",17.3,"02",-79.2391667,38.335,649,NA
"179","01632000","N F SHENANDOAH RIVER AT COOTES STORE, VA",210,"02",-78.852803,38.63706254,679,NA
"180","01632900","SMITH CREEK NEAR NEW MARKET, VA",93.6,"02",-78.6427935,38.69345016,680,9595
"181","01634500","CEDAR CREEK NEAR WINCHESTER, VA",102,"02",-78.3294486,39.0812176,678,NA
"182","01636690","PINEY RUN NEAR LOVETTSVILLE, VA",13.5,"02",-77.7185,39.3108333,627,9234
"183","01638480","CATOCTIN CREEK AT TAYLORSTOWN, VA",89.5,"02",-77.5763778,39.25510206,628,9235
"184","01639500","BIG PIPE CREEK AT BRUCEVILLE, MD",102,"02",-77.2374444,39.6123611,681,9596
"185","01643700","GOOSE CREEK NEAR MIDDLEBURG, VA",122,"02",-77.7966614,38.98649818,NA,NA
"186","01644000","GOOSE CREEK NEAR LEESBURG, VA",332,"02",-77.5774918,39.01955309,630,9238
"187","01653600","PISCATAWAY CREEK AT PISCATAWAY, MD",39.5,"02",-76.9661944,38.70577778,1842,10267
"188","01661050","ST CLEMENT CREEK NEAR CLEMENTS, MD",18.5,"02",-76.725,38.33330556,633,9244
"189","01662800","BATTLE RUN NEAR LAUREL MILLS, VA",25.8,"02",-78.0738869,38.65567564,NA,NA
"190","01663500","HAZEL RIVER AT RIXEYVILLE, VA",285,"02",-77.9649962,38.59178867,NA,NA
"191","01664000","RAPPAHANNOCK RIVER AT REMINGTON, VA",619,"02",-77.8136045,38.53067996,685,9600
"192","01665500","RAPIDAN RIVER NEAR RUCKERSVILLE, VA",115,"02",-78.340007,38.28068606,NA,NA
"193","01666500","ROBINSON RIVER NEAR LOCUST DALE, VA",179,"02",-78.0955557,38.32513047,NA,NA
"194","01667500","RAPIDAN RIVER NEAR CULPEPER, VA",468,"02",-77.9749972,38.35040774,687,9602
"195","01669000","PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",27.9,"02",-76.900521,37.8770819,690,9605
"196","01669520","DRAGON SWAMP AT MASCOT, VA",109,"02",-76.6963468,37.6337529,683,9598
"197","01673800","PO RIVER NEAR SPOTSYLVANIA, VA",77.6,"02",-77.5947095,38.1715215,NA,NA
"198","01674000","MATTAPONI RIVER NEAR BOWLING GREEN, VA",256,"02",-77.3858142,38.061801,1845,9607
"199","02011400","JACKSON RIVER NEAR BACOVA, VA",157,"02",-79.8814439,38.04234707,691,9608
"200","02013000","DUNLAP CREEK NEAR COVINGTON, VA",162,"02",-80.0470043,37.8029022,695,9612
"201","02014000","POTTS CREEK NEAR COVINGTON, VA",153,"02",-80.0422802,37.72901408,696,9613
"202","02015700","BULLPASTURE RIVER AT WILLIAMSVILLE, VA",110,"02",-79.57032338,38.19540308,NA,NA
"203","02016000","COWPASTURE RIVER NEAR CLIFTON FORGE, VA",461,"02",-79.7594917,37.79179587,694,9611
"204","02017500","JOHNS CREEK AT NEW CASTLE, VA",105,"02",-80.106715,37.5062397,NA,NA
"205","02018000","CRAIG CREEK AT PARR, VA",329,"02",-79.9114388,37.66596174,693,9610
"206","02018500","CATAWBA CREEK NEAR CATAWBA, VA",34.3,"02",-80.00532199,37.46818624,1846,9615
"207","02024915","PEDLAR RIVER AT FOREST ROAD NEAR BUENA VISTA, VA",27.1,"02",-79.2783333,37.6975,701,9619
"208","02027000","TYE RIVER NEAR LOVINGSTON, VA",93,"02",-78.981691,37.71541868,699,9617
"209","02027500","PINEY RIVER AT PINEY RIVER, VA",47.7,"02",-79.0275254,37.7023625,702,9620
"210","02028500","ROCKFISH RIVER NEAR GREENFIELD, VA",94.8,"02",-78.8233543,37.86958499,698,9616
"211","02030500","SLATE RIVER NEAR ARVONIA, VA",226,"02",-78.37750429,37.70292198,700,9618
"212","02032640","N F RIVANNA RIVER NEAR EARLYSVILLE, VA",108,"02",-78.4247323,38.1634674,703,9621
"213","02046000","STONY CREEK NEAR DINWIDDIE, VA",113,"03",-77.602489,37.0670942,1404,9637
"214","02051000","NORTH MEHERRIN RIVER NEAR LUNENBURG, VA",56,"03",-78.3497182,36.9973738,NA,NA
"215","02051500","MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",552,"03",-77.8316582,36.71681395,1405,9638
"216","02053200","POTECASI CREEK NEAR UNION, NC",225,"03",-77.0255556,36.3708333,258,9640
"217","02053800","S F ROANOKE RIVER NEAR SHAWSVILLE, VA",109,"03",-80.2664328,37.1401323,1397,9630
"218","02055100","TINKER CREEK NEAR DALEVILLE, VA",11.7,"03",-79.9353193,37.41763318,1395,9628
"219","02056900","BLACKWATER RIVER NEAR ROCKY MOUNT, VA",115,"03",-79.8441993,37.0451406,1394,9627
"220","02059500","GOOSE CREEK NEAR HUDDLESTON, VA",188,"03",-79.5203076,37.1731995,1396,9629
"221","02065500","CUB CREEK AT PHENIX, VA",97.6,"03",-78.7636178,37.0793112,1398,9631
"222","02069700","SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",85.5,"03",-80.1294928,36.570971,NA,NA
"223","02070000","NORTH MAYO RIVER NEAR SPENCER, VA",108,"03",-79.98726539,36.56819358,NA,NA
"224","02070500","MAYO RIVER NEAR PRICE, NC",242,"03",-79.99138889,36.53388889,NA,9634
"225","02074500","SANDY RIVER NEAR DANVILLE, VA",111,"03",-79.5041932,36.6195825,1400,9633
"226","02077200","HYCO CREEK NEAR LEASBURG, NC",45.9,"03",-79.1966667,36.39777778,1403,9636
"227","02079640","ALLEN CREEK NEAR BOYDTON, VA",53.5,"03",-78.326664,36.67958589,1441,9843
"228","0208111310","CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",108,"03",-76.9841667,36.04777778,1429,9758
"229","02081500","TAR RIVER NEAR TAR RIVER, NC",167,"03",-78.5830556,36.19416667,NA,9642
"230","02082770","SWIFT CREEK AT HILLIARDSTON, NC",166,"03",-77.92,36.1122222,1408,9641
"231","02082950","LITTLE FISHING CREEK NEAR WHITE OAK, NC",177,"03",-77.8761111,36.1833333,1430,9759
"232","02084160","CHICOD CR AT SR1760 NEAR SIMPSON, NC",45,"03",-77.2308333,35.56166667,1376,9164
"233","02087359","WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC",29.8,"03",-78.5830556,35.7583333,1848,9644
"234","02091000","NAHUNTA SWAMP NEAR SHINE, NC",80.4,"03",-77.8061111,35.48888889,1435,9798
"235","02092500","TRENT RIVER NEAR TRENTON, NC",168,"03",-77.46138889,35.06416667,1432,9786
"236","0209399200","HORSEPEN CREEK AT US 220 NR GREENSBORO, NC",15.9,"03",-79.86,36.13777778,1850,9647
"237","02095000","SOUTH BUFFALO CR NEAR GREENSBORO, NC",34,"03",-79.7258333,36.06,1851,NA
"238","02108000","NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",599,"03",-77.8322222,34.82888889,1431,9760
"239","02110500","WACCAMAW RIVER NEAR LONGS, SC",1110,"03",-78.7150175,33.9126719,1412,9678
"240","02111180","ELK CREEK AT ELKVILLE, NC",50.9,"03",-81.4030556,36.07138889,1416,9684
"241","02111500","REDDIES RIVER AT NORTH WILKESBORO, NC",89.2,"03",-81.16888889,36.175,1415,9683
"242","02118500","HUNTING CREEK NEAR HARMONY, NC",155,"03",-80.7455556,36.00055556,1414,9682
"243","0212467595","GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC",11,"03",-80.6027778,35.125,1855,9680
"244","02128000","LITTLE RIVER NEAR STAR, NC",106,"03",-79.83138889,35.3872222,1413,9681
"245","02132320","BIG SHOE HEEL CREEK NR LAURINBURG, NC",83.3,"03",-79.3866667,34.75055556,1856,9679
"246","02137727","CATAWBA R NR PLEASANT GARDENS, NC",126,"03",-82.0602778,35.6858333,1424,9713
"247","02140991","JOHNS RIVER AT ARNEYS STORE, NC",201,"03",-81.7119444,35.8336111,1422,9711
"248","02142000","LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",28.2,"03",-81.2369444,35.94555556,1423,9712
